id_reservation,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,required_car_parking_spaces,meal,reserved_room_type,total_of_special_requests
78,2,2,1,0.0,0,0,BB,A,0
79,2,2,2,0.0,0,1,BB,A,0
80,6,2,3,0.0,0,0,BB,D,0
81,7,2,2,0.0,0,0,BB,A,0
82,7,3,2,0.0,0,0,BB,A,0
83,7,3,2,0.0,0,0,BB,A,0
84,7,3,2,0.0,0,0,HB,A,1
85,7,3,2,0.0,0,0,HB,E,0
86,10,4,2,0.0,0,0,HB,E,0
87,10,4,2,0.0,0,0,BB,F,1
88,15,6,2,1.0,0,0,BB,A,2
89,1,0,2,0.0,0,0,BB,A,0
90,1,0,2,0.0,0,1,BB,A,2
91,1,0,2,0.0,0,0,BB,A,1
92,1,0,2,0.0,0,0,BB,E,0
93,1,0,2,0.0,0,0,BB,C,0
94,1,0,2,0.0,0,0,BB,A,2
95,2,0,2,0.0,0,0,BB,A,1
96,2,0,2,0.0,0,0,BB,A,1
97,5,2,2,0.0,0,0,BB,F,1
98,5,2,3,0.0,0,0,HB,E,1
99,5,2,2,1.0,0,1,BB,D,2
100,5,2,2,0.0,0,0,BB,E,0
101,1,2,2,0.0,0,0,BB,A,1
102,1,2,2,0.0,0,1,BB,D,0
103,4,2,1,2.0,0,0,BB,F,2
104,4,2,2,0.0,0,1,BB,A,2
105,5,2,2,0.0,0,0,BB,E,1
106,5,2,2,2.0,0,0,BB,H,0
107,5,2,3,0.0,0,0,HB,D,1
108,5,2,2,0.0,0,0,BB,A,1
109,5,2,2,0.0,0,0,BB,A,1
110,5,2,2,0.0,1,0,BB,A,2
111,5,2,2,0.0,0,0,BB,D,2
112,5,2,2,0.0,1,0,HB,E,2
113,5,2,2,0.0,0,0,BB,A,0
114,6,2,3,0.0,0,0,BB,E,1
115,6,2,2,0.0,0,0,BB,E,1
116,6,2,2,0.0,0,0,BB,A,1
117,6,4,2,0.0,0,0,BB,D,1
118,6,4,2,0.0,0,0,BB,D,1
119,6,4,2,1.0,0,0,HB,D,1
120,1,0,2,2.0,0,1,BB,H,0
121,1,0,2,0.0,0,0,BB,D,0
122,1,0,1,0.0,0,0,HB,A,0
123,1,0,1,0.0,0,0,BB,E,0
124,1,0,2,0.0,0,0,BB,A,2
125,1,0,2,0.0,0,0,BB,D,0
126,1,0,4,0.0,0,0,FB,H,1
127,1,0,2,0.0,0,0,BB,E,0
128,1,1,2,0.0,0,1,BB,A,1
129,1,1,2,0.0,0,0,BB,A,0
130,1,1,2,0.0,0,0,BB,A,2
131,1,1,2,0.0,0,0,BB,A,1
132,0,1,2,0.0,0,0,BB,A,1
133,0,1,2,0.0,0,0,BB,D,0
134,0,1,2,0.0,0,0,BB,A,0
135,0,1,1,0.0,0,0,BB,A,0
136,0,1,1,0.0,0,0,BB,A,0
137,0,1,2,0.0,0,0,BB,A,0
138,0,1,1,0.0,0,1,BB,A,0
139,0,1,2,0.0,0,0,BB,D,0
140,0,1,2,0.0,0,0,BB,G,1
141,0,2,3,0.0,0,2,HB,G,0
142,0,2,2,0.0,0,1,BB,D,0
143,2,2,2,0.0,0,0,BB,D,2
144,3,2,2,1.0,0,1,BB,A,2
145,3,2,2,0.0,0,0,BB,E,0
146,3,2,2,0.0,0,0,BB,E,0
147,4,2,2,0.0,0,0,BB,H,0
148,4,2,2,0.0,0,0,BB,A,0
149,4,2,2,2.0,0,0,BB,H,0
150,5,2,2,0.0,0,0,HB,D,0
151,5,2,2,2.0,0,1,HB,C,1
152,5,2,2,0.0,0,0,BB,F,1
153,5,2,2,0.0,0,0,HB,A,1
154,5,2,2,0.0,0,0,BB,E,0
155,5,4,2,2.0,0,1,BB,H,1
156,6,4,2,0.0,0,1,BB,D,2
157,6,4,3,0.0,0,1,BB,D,1
158,7,4,2,0.0,0,0,BB,D,0
159,10,4,1,0.0,0,0,HB,A,0
160,10,4,2,0.0,0,0,HB,D,0
161,4,1,2,2.0,0,0,BB,G,0
162,3,1,2,0.0,0,0,BB,A,2
163,3,1,2,0.0,0,1,BB,G,2
164,3,1,3,0.0,0,0,BB,D,1
165,3,1,2,2.0,0,1,HB,G,0
166,3,1,2,0.0,1,0,BB,D,2
167,3,1,3,0.0,0,0,BB,G,2
168,0,0,2,0.0,0,0,BB,A,2
169,0,0,1,0.0,0,0,BB,E,0
170,0,1,2,1.0,0,0,BB,A,0
171,1,1,2,0.0,0,0,BB,A,2
172,1,1,2,0.0,0,1,BB,D,1
173,2,1,2,0.0,0,0,BB,D,1
174,3,1,2,0.0,0,0,HB,E,0
175,3,1,2,0.0,0,0,HB,A,0
176,3,1,2,0.0,0,0,BB,A,1
177,4,1,2,0.0,0,0,BB,E,0
178,4,1,2,0.0,0,1,HB,F,0
179,5,1,2,0.0,0,1,HB,A,1
180,5,1,2,0.0,0,0,BB,E,0
181,5,2,2,2.0,0,0,HB,G,0
182,5,2,1,0.0,0,0,HB,A,1
183,5,2,2,0.0,0,0,BB,A,0
184,5,3,2,0.0,0,0,HB,A,1
185,7,3,2,0.0,0,0,BB,D,0
186,7,3,2,0.0,0,0,BB,A,1
187,7,3,2,0.0,0,0,BB,D,1
188,7,3,2,0.0,0,0,HB,F,1
189,7,3,2,0.0,0,0,HB,D,2
190,8,3,1,0.0,0,0,BB,A,0
191,10,4,2,0.0,0,0,BB,D,0
192,10,4,2,0.0,0,0,BB,A,0
193,5,2,2,0.0,0,0,BB,D,0
194,2,0,2,0.0,0,0,BB,A,1
195,3,0,2,0.0,0,1,BB,A,2
196,3,0,2,1.0,0,0,HB,F,1
197,0,0,2,0.0,0,0,BB,A,1
198,0,0,2,0.0,0,0,BB,A,1
199,1,0,1,0.0,0,0,BB,A,3
200,1,0,3,0.0,0,1,HB,C,0
201,1,0,1,0.0,0,0,BB,A,3
202,4,0,3,2.0,0,0,BB,H,1
203,4,0,2,0.0,0,0,BB,D,2
204,4,0,3,0.0,0,0,HB,D,1
205,4,0,2,0.0,0,0,BB,A,0
206,5,0,2,0.0,0,0,HB,A,0
207,5,2,2,0.0,0,0,HB,E,2
208,5,2,2,0.0,0,0,BB,D,0
209,5,2,2,0.0,0,0,BB,A,0
210,10,4,2,0.0,0,0,HB,D,1
211,3,0,2,0.0,0,0,BB,E,1
212,4,0,2,0.0,0,1,BB,A,2
213,4,0,2,0.0,0,1,BB,A,1
214,4,0,2,0.0,0,0,BB,A,1
215,4,0,2,0.0,0,0,BB,D,1
216,4,0,2,0.0,0,0,BB,A,1
217,4,0,2,0.0,0,0,BB,A,1
218,1,0,1,0.0,0,0,BB,A,0
219,1,0,2,0.0,0,0,BB,A,1
220,1,0,2,0.0,0,0,BB,A,1
221,2,0,2,0.0,0,1,BB,A,1
222,4,1,2,0.0,0,0,BB,A,1
223,4,2,2,0.0,0,1,BB,E,1
224,5,2,2,1.0,0,0,HB,D,1
225,5,2,2,0.0,0,0,BB,E,1
226,5,2,2,0.0,0,0,HB,D,0
227,5,2,2,0.0,0,0,HB,E,0
228,6,2,3,0.0,0,0,BB,A,1
229,7,2,3,0.0,0,0,BB,E,3
230,7,2,2,0.0,0,0,BB,E,2
231,1,0,2,2.0,0,0,BB,C,3
232,2,0,3,0.0,0,1,BB,A,1
233,2,0,2,2.0,0,1,BB,H,0
234,3,0,2,0.0,0,0,BB,D,0
235,3,0,2,2.0,0,0,BB,C,1
236,3,0,2,2.0,0,0,BB,G,0
237,3,0,2,0.0,1,0,BB,A,2
238,3,1,2,0.0,0,0,BB,A,0
239,3,1,2,0.0,0,0,BB,A,0
240,3,1,1,0.0,0,0,BB,A,1
241,3,2,2,0.0,0,1,BB,A,1
242,3,2,2,0.0,0,0,BB,A,0
243,5,2,2,0.0,0,0,BB,A,0
244,5,2,2,0.0,0,0,BB,A,0
245,5,2,2,0.0,0,0,BB,E,0
246,5,2,2,0.0,0,0,HB,E,0
247,5,2,2,0.0,0,0,HB,A,1
248,6,2,2,0.0,0,0,HB,A,2
249,1,0,2,0.0,0,0,BB,A,0
250,2,0,2,0.0,0,0,BB,A,0
251,2,0,2,0.0,0,0,BB,A,1
252,2,0,2,0.0,0,0,BB,A,0
253,2,0,2,0.0,0,0,BB,A,1
254,2,0,2,0.0,0,0,BB,A,1
255,2,0,2,1.0,0,1,HB,G,1
256,2,0,2,0.0,0,0,BB,D,2
257,2,0,2,0.0,0,0,BB,A,1
258,2,1,2,0.0,0,0,BB,C,1
259,2,1,2,0.0,0,0,BB,A,1
260,2,1,2,0.0,0,0,BB,E,2
261,2,2,2,0.0,0,0,FB,F,1
262,2,2,2,0.0,0,0,FB,F,1
263,3,2,2,0.0,0,0,BB,E,0
264,3,2,2,0.0,0,0,BB,A,2
265,3,2,2,0.0,2,1,HB,C,3
266,3,2,2,2.0,0,0,BB,G,0
267,5,2,2,0.0,0,1,HB,A,2
268,5,2,2,0.0,0,1,HB,D,1
269,5,2,2,0.0,0,0,HB,D,2
270,5,2,2,0.0,0,1,HB,E,2
271,5,2,1,0.0,0,0,HB,E,0
272,5,2,2,1.0,0,0,HB,F,3
273,5,2,2,1.0,1,0,FB,C,2
274,6,2,3,1.0,0,1,BB,C,0
275,7,2,2,0.0,0,0,BB,A,2
276,7,3,2,0.0,0,0,BB,D,0
277,7,4,2,0.0,1,0,BB,F,0
278,9,4,2,0.0,0,0,BB,C,0
279,5,2,2,1.0,0,0,HB,D,3
280,5,2,2,0.0,0,0,HB,F,1
281,3,2,2,1.0,0,0,HB,A,0
282,3,2,2,0.0,0,0,BB,A,0
283,4,2,2,0.0,1,0,BB,A,1
284,4,2,2,0.0,0,0,BB,E,0
285,4,2,3,0.0,0,0,HB,D,1
286,4,2,2,0.0,0,1,BB,A,2
287,5,2,2,0.0,0,0,BB,E,1
288,5,2,2,0.0,0,0,BB,A,1
289,2,2,2,0.0,0,0,BB,E,1
290,2,2,2,0.0,0,0,BB,E,0
291,2,2,2,0.0,0,0,BB,E,0
292,1,0,1,0.0,0,0,BB,A,0
293,1,0,2,0.0,0,0,HB,A,1
294,1,0,2,0.0,0,0,BB,G,0
295,1,0,2,0.0,0,0,BB,A,1
296,1,1,2,0.0,0,1,HB,A,0
297,1,1,2,0.0,0,0,BB,A,0
298,1,1,2,0.0,0,0,BB,C,1
299,1,2,2,0.0,0,0,BB,E,0
300,1,2,2,0.0,0,0,BB,A,0
301,5,2,2,0.0,0,1,BB,D,0
302,5,2,2,0.0,0,0,HB,A,0
303,6,2,2,0.0,0,0,BB,D,2
304,6,2,2,2.0,0,0,HB,G,0
305,6,4,2,0.0,0,1,HB,E,0
306,5,2,2,0.0,0,0,BB,A,1
307,5,2,2,0.0,0,1,BB,E,0
308,0,1,2,2.0,0,1,BB,G,0
309,0,1,2,0.0,0,1,BB,A,2
310,4,2,2,1.0,0,1,BB,A,2
311,4,2,2,0.0,0,0,BB,A,2
312,5,2,2,0.0,0,0,BB,A,0
313,5,2,2,0.0,0,0,BB,D,1
314,5,2,2,0.0,0,0,FB,A,1
315,5,2,2,0.0,1,0,HB,D,1
316,5,2,3,1.0,0,0,BB,C,1
317,5,2,2,0.0,0,0,BB,A,0
318,5,2,2,0.0,1,1,FB,A,2
319,5,2,2,0.0,0,0,BB,E,0
320,5,2,2,0.0,0,0,BB,D,0
321,5,2,2,0.0,0,0,HB,A,0
322,5,2,2,0.0,0,0,BB,D,1
323,5,2,2,0.0,0,1,BB,E,2
324,5,3,2,0.0,0,0,BB,E,1
325,5,4,2,0.0,0,1,HB,A,2
326,5,4,2,0.0,0,0,BB,A,1
327,7,4,2,0.0,0,0,BB,D,0
328,7,4,2,0.0,0,1,HB,A,1
329,10,4,2,10.0,0,0,BB,D,1
330,5,2,2,0.0,0,0,BB,A,0
331,0,1,2,0.0,0,0,BB,A,0
332,0,2,2,2.0,0,0,BB,G,1
333,0,2,2,0.0,0,0,BB,A,0
334,0,2,2,0.0,0,0,BB,F,0
335,0,2,2,0.0,0,0,BB,A,1
336,0,2,2,0.0,0,0,BB,A,1
337,1,2,2,0.0,0,0,BB,D,0
338,1,2,2,0.0,0,0,BB,A,3
339,1,2,2,0.0,0,0,HB,A,0
340,2,2,2,0.0,0,0,BB,A,0
341,2,2,2,0.0,1,0,BB,E,2
342,2,2,2,2.0,0,1,BB,G,1
343,3,2,2,0.0,0,0,BB,D,0
344,3,2,2,0.0,0,0,BB,F,0
345,3,2,2,2.0,0,0,BB,H,1
346,3,2,2,0.0,0,1,HB,D,0
347,5,2,2,0.0,0,0,BB,G,0
348,5,2,2,0.0,1,0,HB,A,2
349,5,2,2,0.0,0,0,BB,A,1
350,5,2,2,0.0,0,0,BB,A,0
351,1,1,2,0.0,0,0,BB,A,3
352,1,1,2,0.0,0,0,BB,A,1
353,1,1,2,0.0,0,1,BB,A,0
354,1,1,2,0.0,0,0,BB,A,3
355,1,1,4,0.0,0,0,BB,L,0
356,1,1,2,0.0,0,1,HB,A,2
357,1,1,2,0.0,0,0,BB,A,2
358,1,1,2,0.0,0,0,BB,E,0
359,2,1,2,0.0,0,1,BB,D,0
360,2,1,2,0.0,0,1,BB,A,1
361,2,1,2,0.0,0,1,HB,A,0
362,2,1,2,0.0,0,0,BB,A,1
363,2,1,2,0.0,0,1,HB,E,1
364,3,1,1,0.0,0,0,BB,A,0
365,4,1,2,0.0,0,0,BB,D,0
366,4,1,2,0.0,0,0,HB,A,1
367,4,1,2,0.0,0,0,BB,D,2
368,4,1,2,0.0,0,0,BB,D,0
369,4,1,2,0.0,0,0,BB,D,0
370,4,1,2,0.0,0,0,HB,D,1
371,4,1,2,0.0,0,0,BB,A,0
372,4,1,2,0.0,0,0,BB,D,0
373,4,1,2,0.0,0,0,BB,D,2
374,4,1,3,0.0,0,0,HB,E,1
375,5,1,2,0.0,0,0,BB,A,2
376,5,1,2,0.0,0,0,HB,A,0
377,5,1,1,0.0,0,0,HB,D,0
378,5,1,2,0.0,0,0,BB,A,2
379,5,2,2,0.0,0,0,HB,A,2
380,5,2,2,0.0,0,0,FB,D,1
381,5,2,2,1.0,0,0,HB,E,2
382,5,2,2,0.0,0,0,BB,A,1
383,0,1,2,0.0,0,1,BB,A,3
384,3,1,2,0.0,0,1,HB,A,0
385,5,3,2,0.0,0,0,BB,A,0
386,6,3,2,0.0,0,0,BB,D,2
387,1,0,2,0.0,0,0,BB,D,0
388,1,0,1,0.0,0,0,BB,A,0
389,1,0,2,0.0,0,0,BB,A,1
390,2,0,2,0.0,0,1,BB,D,1
391,4,0,2,0.0,0,0,BB,E,2
392,4,0,2,0.0,0,0,BB,A,1
393,5,0,2,0.0,0,0,BB,E,2
394,5,0,2,0.0,0,0,BB,A,0
395,5,1,2,0.0,0,0,HB,A,1
396,5,1,2,1.0,0,0,HB,E,2
397,5,1,2,2.0,0,1,HB,H,2
398,5,2,1,0.0,0,0,BB,A,1
399,5,2,2,0.0,0,1,HB,A,2
400,5,2,2,0.0,0,0,HB,A,1
401,7,2,2,0.0,0,0,BB,A,1
402,7,2,2,0.0,0,0,BB,A,1
403,7,2,2,0.0,0,0,BB,A,1
404,9,2,2,0.0,0,0,BB,A,0
405,10,4,2,0.0,0,0,HB,D,2
406,10,4,2,0.0,0,0,HB,D,2
407,11,4,3,0.0,0,1,BB,H,3
408,1,0,1,0.0,0,0,BB,A,0
409,3,0,2,0.0,0,0,HB,A,0
410,3,0,2,0.0,0,0,BB,D,0
411,4,2,2,0.0,0,0,HB,D,0
412,5,2,2,0.0,0,0,BB,D,0
413,6,2,2,2.0,0,1,BB,H,0
414,2,0,2,0.0,0,0,FB,A,0
415,2,0,2,0.0,0,0,FB,A,0
416,2,0,2,0.0,0,0,FB,A,0
417,2,0,2,0.0,0,0,FB,A,0
418,2,0,2,0.0,0,0,FB,A,0
419,7,2,2,2.0,0,0,BB,G,1
420,2,0,2,0.0,0,0,FB,A,0
421,2,0,1,0.0,0,0,FB,A,0
422,2,0,2,0.0,0,0,FB,A,0
423,2,0,2,0.0,0,0,FB,A,0
424,2,0,3,0.0,0,0,FB,A,0
425,2,0,1,0.0,0,0,FB,A,0
426,2,0,2,0.0,0,0,FB,A,0
427,2,0,2,0.0,0,0,FB,A,0
428,2,0,3,0.0,0,0,FB,A,0
429,2,0,1,0.0,0,0,FB,A,0
430,2,0,2,0.0,0,0,FB,A,0
431,2,0,2,0.0,0,0,FB,A,0
432,2,0,2,0.0,0,0,FB,A,0
433,2,0,2,0.0,0,0,FB,A,0
434,2,0,2,0.0,0,0,FB,A,0
435,2,0,2,2.0,0,0,BB,G,1
436,2,0,2,0.0,0,0,BB,A,1
437,1,0,2,0.0,0,0,BB,F,0
438,1,0,1,0.0,0,0,BB,A,0
439,1,0,2,0.0,0,0,BB,F,0
440,1,0,2,2.0,0,1,BB,C,1
441,2,0,2,2.0,0,1,BB,H,0
442,2,0,2,0.0,0,0,BB,A,1
443,2,0,2,1.0,0,0,BB,A,1
444,2,0,2,0.0,0,0,BB,A,1
445,3,0,2,0.0,0,1,BB,D,0
446,3,0,2,0.0,0,0,BB,A,0
447,3,0,2,0.0,0,0,HB,A,0
448,3,0,2,0.0,0,0,HB,A,0
449,3,0,2,0.0,0,0,BB,A,1
450,3,2,2,0.0,0,0,BB,D,1
451,3,2,2,0.0,0,0,BB,E,0
452,3,2,1,0.0,0,0,BB,D,1
453,3,1,2,0.0,0,0,BB,A,1
454,3,1,2,0.0,0,0,BB,D,0
455,4,2,2,0.0,0,0,HB,A,1
456,4,2,2,0.0,0,0,BB,D,0
457,5,2,2,0.0,0,0,HB,A,0
458,6,2,2,0.0,0,0,BB,A,0
459,10,4,1,0.0,0,0,HB,E,0
460,0,0,2,0.0,0,0,BB,A,1
461,2,0,2,0.0,0,0,BB,A,1
462,2,0,2,0.0,0,0,BB,E,2
463,2,0,2,0.0,0,0,BB,D,0
464,2,0,2,0.0,0,0,BB,A,0
465,2,0,2,0.0,0,0,BB,A,1
466,2,0,2,0.0,0,0,BB,A,1
467,2,0,2,0.0,0,1,BB,A,0
468,2,0,2,0.0,0,0,BB,A,1
469,2,0,2,0.0,0,0,BB,D,0
470,2,0,2,0.0,0,0,BB,D,0
471,2,0,2,0.0,0,0,BB,D,0
472,2,0,2,0.0,0,0,BB,A,1
473,2,0,1,0.0,0,0,BB,A,0
474,2,1,2,0.0,0,0,BB,A,1
475,3,2,2,0.0,0,0,BB,A,0
476,3,2,2,1.0,0,1,BB,A,0
477,3,2,2,0.0,0,0,BB,A,0
478,3,2,1,0.0,0,0,BB,A,1
479,3,2,2,0.0,0,0,BB,A,0
480,3,2,1,0.0,0,1,BB,A,0
481,3,2,1,0.0,0,0,BB,A,1
482,3,2,2,0.0,0,1,BB,A,0
483,3,2,3,1.0,0,0,BB,G,1
484,4,2,2,0.0,0,0,BB,E,0
485,5,2,2,2.0,0,0,BB,G,0
486,5,2,2,0.0,0,0,BB,A,2
487,5,2,2,2.0,0,0,BB,G,0
488,5,2,2,0.0,0,0,HB,A,3
489,5,2,2,0.0,0,0,BB,E,2
490,5,2,2,0.0,0,0,BB,A,0
491,5,2,2,0.0,0,0,HB,A,3
492,6,2,2,0.0,0,0,HB,A,2
493,6,2,2,0.0,0,1,HB,D,2
494,6,2,3,0.0,0,0,BB,H,1
495,7,3,2,0.0,0,0,HB,F,2
496,2,1,2,0.0,0,1,BB,A,3
497,2,1,2,1.0,0,0,BB,A,3
498,2,1,2,1.0,0,0,HB,E,1
499,2,1,2,0.0,0,0,BB,D,0
500,2,1,2,0.0,0,0,BB,D,0
501,2,1,2,0.0,0,0,BB,A,2
502,2,1,2,0.0,0,0,BB,D,0
503,2,1,2,0.0,0,0,BB,A,0
504,2,1,2,0.0,0,0,BB,A,2
505,1,0,2,0.0,0,0,BB,L,0
506,2,1,2,1.0,0,0,BB,A,3
507,2,1,2,0.0,0,1,BB,A,1
508,2,2,3,0.0,0,0,BB,A,1
509,1,2,2,0.0,0,0,BB,D,2
510,4,2,2,0.0,0,0,BB,E,0
511,4,2,2,1.0,0,1,HB,A,2
512,4,2,2,2.0,0,0,HB,C,0
513,5,2,2,0.0,0,0,HB,D,0
514,5,2,2,0.0,0,1,BB,E,1
515,2,2,2,0.0,0,0,BB,E,0
516,2,2,2,0.0,0,1,BB,A,0
517,2,2,2,0.0,0,0,HB,A,0
518,2,2,2,0.0,1,0,BB,E,2
519,3,2,2,2.0,0,0,BB,H,0
520,3,2,2,0.0,0,0,BB,E,0
521,3,2,2,0.0,0,0,BB,A,1
522,3,2,2,1.0,1,0,BB,C,2
523,1,0,2,0.0,0,0,BB,D,1
524,1,0,2,2.0,0,0,FB,C,0
525,1,1,1,2.0,0,0,BB,G,0
526,1,2,1,0.0,0,0,BB,D,1
527,5,2,2,1.0,0,0,FB,D,2
528,5,2,2,0.0,0,1,HB,E,0
529,5,2,2,0.0,0,1,FB,A,0
530,5,2,2,0.0,0,0,BB,A,1
531,5,2,2,0.0,0,0,HB,D,2
532,5,2,2,0.0,0,0,BB,D,1
533,5,2,2,0.0,0,0,BB,D,1
534,5,2,2,0.0,0,0,BB,A,1
535,6,2,2,0.0,0,0,HB,A,1
536,6,2,2,0.0,0,0,HB,D,0
537,6,2,2,0.0,0,0,HB,A,1
538,10,4,2,0.0,0,0,BB,A,0
539,0,1,2,0.0,0,0,BB,A,0
540,0,1,2,0.0,0,1,BB,A,0
541,0,1,2,0.0,0,0,BB,D,0
542,0,1,2,0.0,0,0,BB,A,0
543,0,1,2,0.0,0,1,BB,A,1
544,0,2,2,0.0,0,1,BB,E,2
545,1,2,2,0.0,0,0,BB,E,0
546,2,2,2,0.0,0,0,BB,A,0
547,2,2,2,0.0,0,0,BB,D,0
548,3,2,2,0.0,0,0,BB,A,1
549,4,2,1,0.0,0,0,BB,D,0
550,5,2,2,0.0,0,0,HB,E,1
551,5,2,2,2.0,0,0,HB,C,1
552,5,2,2,0.0,0,0,BB,A,0
553,5,2,2,0.0,0,0,BB,D,1
554,5,2,2,0.0,0,0,HB,E,1
555,5,2,2,0.0,0,0,BB,A,2
556,5,2,2,0.0,0,0,BB,D,0
557,5,2,2,0.0,0,0,BB,D,0
558,4,2,2,1.0,0,0,BB,A,1
559,4,2,2,2.0,0,0,BB,G,0
560,4,2,2,0.0,0,0,BB,A,2
561,5,2,2,0.0,0,0,BB,D,1
562,5,2,2,0.0,0,0,BB,D,0
563,5,3,2,2.0,0,0,BB,G,0
564,6,4,2,0.0,0,0,BB,C,0
565,10,4,2,0.0,0,0,BB,D,2
566,4,2,2,0.0,1,0,BB,E,1
567,0,1,1,0.0,0,0,BB,A,0
568,2,1,2,2.0,0,0,BB,G,2
569,0,0,1,0.0,0,0,BB,A,0
570,0,0,2,0.0,0,0,BB,A,1
571,3,1,2,0.0,1,0,BB,A,3
572,3,1,2,0.0,0,0,BB,A,0
573,3,1,2,0.0,0,1,BB,A,2
574,3,1,2,0.0,0,1,HB,A,0
575,3,1,2,0.0,0,0,BB,D,1
576,3,1,2,0.0,0,0,BB,E,0
577,3,1,2,0.0,0,0,BB,D,1
578,4,1,2,2.0,0,0,BB,G,0
579,4,1,2,0.0,0,0,BB,A,0
580,4,1,2,0.0,0,0,BB,D,0
581,5,1,2,2.0,0,0,BB,G,1
582,5,1,2,0.0,0,0,HB,A,0
583,5,1,2,0.0,0,0,BB,D,1
584,5,2,2,0.0,0,0,BB,E,1
585,5,2,2,1.0,0,0,FB,F,0
586,5,2,2,2.0,0,0,BB,C,0
587,5,2,2,0.0,1,0,HB,A,3
588,5,2,2,0.0,0,0,FB,A,0
589,5,2,2,0.0,0,0,HB,D,1
590,5,2,2,1.0,0,0,HB,A,1
591,5,2,2,0.0,0,0,BB,G,1
592,5,2,2,1.0,0,0,FB,F,1
593,6,3,2,0.0,0,0,HB,A,0
594,6,3,2,0.0,0,0,FB,D,0
595,7,3,2,1.0,0,0,HB,D,1
596,7,3,2,0.0,0,0,HB,D,1
597,7,3,2,0.0,0,0,HB,D,1
598,8,3,2,0.0,0,0,HB,A,0
599,8,3,2,0.0,0,0,HB,A,0
600,2,0,2,0.0,0,0,BB,E,0
601,2,0,1,0.0,0,0,BB,A,0
602,3,0,2,0.0,0,0,BB,A,2
